Name	Set	ImageFile	Rarity	Unique	CollectorsInfo	Type	Cost	Mission/DilemmaType	Span	Points	Quadrant	Affiliation	Icons	Staff	Keywords	Class	Species	Skills	Integrity/Range	Cunning/Weapons	Strength/Shields	Text
Chula: The Game	Excelsior	STVE-EN30002ab	V	N	30V002	Dilemma	0	D														Place this dilemma on this mission. When your personnel are about to face a dilemma whose title begins with "Chula" here, randomly select one of your personnel attempting this mission to be stopped. When your personnel complete this mission, this dilemma is overcome.
Chula: Trickery	Excelsior	STVE-EN30003	V	N	30V003	Dilemma	2	D														Randomly select three personnel. Unless those personnel have 2 Officer or twelve different skills, all three are stopped.
Discommendation	Excelsior	STVE-EN30004	V	N	30V004	Dilemma	2	D														Randomly select three personnel. If any of those personnel is a [Kli] personnel, they are all stopped. Otherwise, choose one of those personnel to be stopped.
Legal Inflexibility	Excelsior	STVE-EN30005	V	N	30V005	Dilemma	3	P														Unless you have 2 Transporters and Strength>32 or Law and Cunning>32, all your personnel are stopped. When this dilemma is overcome, if it was prevented, your opponent may choose one of your personnel involved in the mission attempt to be placed in your opponent's brig.
The Nth Degree	Excelsior	STVE-EN30010	V	N	30V010	Dilemma	4	S														Unless you have 2 Engineer and 2 Leadership or Cunning>36, all your personnel are stopped and, if there are no other dilemmas on this mission, place this dilemma on this mission. Add Science to each of this mission's requirements.
Dyson Sphere Explore Mysterious Structure	Excelsior	STVE-EN30027	V	Y	30V027	Mission	0	S	3	20	A	Any affiliation (except [Bor]) may attempt this mission.						2 Engineer, 2 Science, and Cunning>32				This mission is worth 5 more points for each different card type in your discard pile.
Metron Arena Resolve Standing Conflict	Excelsior	STVE-EN30029	V	Y	30V029	Mission	0	P	2	30	A	Any affiliation (except [Bor]) may attempt this mission.						Leadership, 2 Science, and Cunning>32 or Officer, 2 Treachery, and Strength>32				When a card an opponent owns removes any number of non-[Bor] personnel you do not command in your discard pile from the game, place them on this mission. (You now command those personnel.) 
Sha Ka Ree Quest for Infinite Knowledge	Excelsior	STVE-EN30031	V	Y	30V031	Mission	0	P	4	50	A	[Fed] [Kli] [Non] [Rom]						Anthropology, 2 Leadership, and (Honor and Integrity>44 or Treachery and Cunning>44)				When your personnel complete this mission, it is worth 10 less points unless you remove a ship in your discard pile from the game.
Starbase 718 Investigate Cryosatellite	Excelsior	STVE-EN30032	V	Y	30V032	Mission	0	S	3	30	A	Any affiliation (except [Bor]) may attempt this mission.						Engineer and (Leadership, Security, and Strength>32 or Medical, Science, and Cunning>32)				When your personnel complete this mission, you may place any number of unique personnel with a total cost of 6 or less from your discard pile at your headquarters mission where they could be played.
Leskit Embittered Warrior	Excelsior	STVE-EN30052	V	Y	30V052	Personnel	3					Klingon	[Stf]				Klingon	Honor Law Navigation 2 Security	6	5	5	This personnel is Cunning +1 for each Maneuver event in your discard pile (limit +5). This personnel is Strength +1 for each Assault event in your discard pile (limit +5).
Pest Control	Excelsior	STVE-EN31010	V	N	31V010	Dilemma	2	S														Unless you have 2 Engineer and 2 Exobiology or Transporters, 2 Treachery, and Cunning>34, randomly select two personnel to be stopped and place this dilemma in your core. At the start of each of your turns, discard the top card of your deck.
Unconventional Consideration	Excelsior	STVE-EN31012	V	N	31V012	Dilemma	2	D														Choose a personnel who has Acquisition or Intelligence or Law or Telepathy to be stopped. If you cannot, all your personnel are stopped.
Benjamin Sisko Acting Head of Starfleet Security	Excelsior	STVE-EN31035	V	Y	31V035	Personnel	4					Federation	[Cmd][E]				Human	Diplomacy Engineer Honor Leadership Officer 2 Security	6	6	6	While you command a Paranoia event, each of your [Fed] Security personnel present is attributes +1.
Dexter Remmick Alien Thrall	Excelsior	STVE-EN31036	V	Y	31V036	Personnel	3					Federation	[Stf][E]				Human	Exobiology Intelligence Officer Security 2 Treachery	2	5	7	While this personnel is facing a dilemma, if he is present with three or more Bluegill personnel, he cannot be placed in an opponent's brig or stopped.
Gregory Quinn Alien Courier	Excelsior	STVE-EN31037	V	Y	31V037	Personnel	3					Federation	[Cmd][E]				Human	Archaeology Biology Leadership Treachery	3	7	5	When your Bluegill personnel present is about to be killed, you may stop that personnel and discard a Bluegill personnel from hand to prevent that.
Friendly Fire	Excelsior	STVE-EN32001	V	N	32V001	Dilemma	4	D														For each of your headquarters missions, randomly select a personnel to be killed. You may discard two events from hand to prevent this.
Historical Curiosity	Excelsior	STVE-EN32002	V	N	32V002	Dilemma	3	S														Unless you have Anthropology, Law, and Transporters or Shields>8, randomly select two personnel to be stopped and your opponent draws up to two cards.
Wolf 359 Last Stand	Excelsior	STVE-EN32008	V	Y	32V008	Mission	0	S	1	50	A	[Fed]						Engineer, Honor, Officer, Cunning>32, and total Weapons at this mission>10				This mission is worth 15 fewer points for each other mission you have completed. When your personnel complete this mission, destroy each of your ships at this mission.
Sito Jaxa Undercover "Terrorist"	Excelsior	STVE-EN32013	V	Y	32V013	Personnel	2					Federation	[Stf][TNG]				Bajoran	Honor Navigation Security Transporters	7	6	6	When this personnel is about to be captured or killed, you may take a [TNG] card from your discard pile into your hand.
Abrasive Allies	Excelsior	STVE-EN33001	V	N	33V001	Dilemma	2	P														Unless you command personnel with more different affiliations than the owner of this dilemma, your opponent chooses a personnel to be stopped.
Indecent Proposal	Excelsior	STVE-EN33003ab	V	N	33V003	Dilemma	3	D														Randomly select a personnel who &lt;b&gt;costs 5 or more&lt;/b&gt; to be stopped. If you cannot, your opponent chooses a personnel to be stopped. If a personnel who costs 5 or more was stopped by this dilemma, return this dilemma to its owner's dilemma pile.
Profound Discovery	Excelsior	STVE-EN33015	V	N	33V015	Event	3								Recall: 2.							To play this event, you must command three non-[Bor] Archaeology personnel. Place a non-[Bor] Archaeology personnel from hand who costs 3 or less on your headquarters mission. Destroy this event.
Loren III Combined Discovery	Excelsior	STVE-EN33028	V	Y	33V028	Mission	0	P	2	35	A	[Car] [Fed] [Kli] [Rom]						Archaeology, Astrometrics, Diplomacy, Officer, and Cunning>34				While you command an Archaeology Commander aboard his or her corresponding ship, you may play an Archaeology Commander of an affiliation you do not command aboard.
A Taste of Armageddon	Excelsior	STVE-EN34001	V	N	34V001	Dilemma	4	P														Randomly select a personnel with a skill required by this mission to be killed. The opponent on your left may discard an interrupt from hand to randomly select an additional personnel to be killed.
Dead Ringer	Excelsior	STVE-EN34003	V	N	34V003	Dilemma	3	D														Your opponent chooses a personnel. You may replace him or her with a personnel in your discard pile that has at least one of the same skills. If you do, place the personnel your opponent chose in your discard pile. Otherwise, all your personnel are stopped.
Divide and Conquer	Excelsior	STVE-EN34004	V	N	34V004	Dilemma	3	P														When your opponent reveals this dilemma, add 5 to each of this dilemma's attribute requirements for each interrupt in that opponent's discard pile. Unless you have 2 Diplomacy and Cunning>20 or 2 Security and Strength>20, all your personnel are stopped.
Put to the Screws	Excelsior	STVE-EN34006	V	N	34V006	Dilemma	4	D														Your opponent names two different skills. Choose one of the named skills. If you have two or more personnel who have that skill, randomly select all but one of those personnel to be stopped.
Qualification	Excelsior	STVE-EN34007	V	N	34V007	Dilemma	3	S														When your opponent reveals this dilemma, add 5 to each of this dilemma's attribute requirements for each interrupt in that opponent's discard pile. Unless you have 2 Transporters and Integrity>20 or 2 Treachery and Strength>20, all your personnel are stopped.
Simulated Prey	Excelsior	STVE-EN34008	V	N	34V008	Dilemma	4	S														Randomly select a personnel with a skill required by this mission to be killed. The opponent on your left may discard an interrupt from hand to randomly select an additional personnel to be killed.
Nimira	Excelsior	STVE-EN34040	V	N	34V040	Personnel	2					Non-Aligned	[Stf]				Mari	Anthropology Exobiology Law Medical Security Telepathy	6	6	5	When you play this personnel, you may reveal an interrupt from hand. If you do not, she is stopped.
Dumb Waiter	Excelsior	STVE-EN35002	V	N	35V002	Dilemma	5	D														Your opponent reveals one of his or her personnel at this mission. Unless you have the skills on that personnel, your opponent chooses three personnel to be stopped.
Unsound Logic	Excelsior	STVE-EN35004	V	N	35V004	Dilemma	4	D														If your opponent commands an {traits[]=Assassin|Assassin} at this mission, he or she chooses a personnel to be killed. If he or she returns that Assassin to his or her hand, he or she chooses an additional personnel to be killed.
Miracle Working	Excelsior	STVE-EN35006	V	N	35V006	Event	1															To play this event, you must command a ship with four or more staffing icons. Draw four cards, then place three cards from hand on the bottom of your deck. Destroy this event.
New Life	Excelsior	STVE-EN35007	V	Y	35V007	Event	1															To play this event, you must command three [TNG] personnel. Plays in your core. When a player attempts a mission with six or more personnel, he or she draws a card. Then, you draw a card.
Resilience	Excelsior	STVE-EN35010	V	N	35V010	Event	0															Plays in your core. While you command exactly one ship, it requires an additional damage card to destroy it.
Zalkonian Storage Capsule	Excelsior	STVE-EN35013	V	Y	35V013	Event	2															Plays in your core. When a card you own causes your opponent to draw a card or reduce a cost, you may examine the top card of your deck. Then you may place the top card of your deck on this event. You may play [TNG] cards on this event as if they were in your hand.
Kaleb Sector Covert Rendezvous	Excelsior	STVE-EN35016	V	Y	35V016	Mission	0	S	4	35	A	Any affiliation (except [Bor]) may attempt this mission.						Engineer, Leadership, Navigation, Cunning>34, and a staffed Cloaking Device ship				When your mission attempt ends here, you may place your {traits[]=Cloaking Device|Cloaking Device} ship here on your {Engage Cloak}.
Nelvana III Compelling Threat	Excelsior	STVE-EN35017	V	Y	35V017	Mission	0	P	2	35	A	[Fed][Rom]						Diplomacy, Intelligence, Security, Treachery, and Cunning>34				While this mission is complete, increase the attribute requirements of each opponent's mission by the highest Weapons among your staffed ships at that mission.
Garvey	Excelsior	STVE-EN35022	V	N	35V022	Personnel	2					Federation	[Stf][TNG]				Human	Anthropology Diplomacy Programming Security	4	6	6	While each player has four or more cards in hand, this personnel is attributes +1 and gains Intelligence and Officer.
Homn Lurching Valet	Excelsior	STVE-EN35023	V	Y	35V023	Personnel	2					Federation	[Stf][TNG]				Alien	Honor	5	5	7	When you play this personnel, choose an opponent to draw three cards, then you may draw cards until you have an equal number of cards in hand as that opponent.
Kurn Exchange Officer	Excelsior	STVE-EN35024	V	Y	35V024	Personnel	2					Federation	[Cmd][TNG]				Klingon	Honor Navigation Officer	6	5	7	While this personnel is facing a dilemma, you may discard a random card from hand to have him gain a skill on a [TNG] personnel in your discard pile until the end of the mission attempt.
Martinez	Excelsior	STVE-EN35026	V	N	35V026	Personnel	2					Federation	[Stf][TNG]				Human	Biology Law Medical Programming	5	6	5	While each player has 40 or more points, this personnel is attributes +1 and gains Diplomacy and Security.
Richardson	Excelsior	STVE-EN35028	V	N	35V028	Personnel	1					Federation	[Stf][TNG]				Human	Archaeology Science Transporters	6	6	5	While each player commands a completed mission, this personnel is attributes +1 and gains Science.
Kromm	Excelsior	STVE-EN35033	V	N	35V033	Personnel	2					Klingon	[Stf]				Klingon	Navigation Programming Science Security	5	4	7	While this personnel is aboard your {shipclass=Vorcha Class|Vor'cha-class ship}, the first {traits[]=Assault&cardtype=Event|Assault} or {traits[]=Maneuver&cardtype=Event|Maneuver} event you play each turn is cost -1.
Navok	Excelsior	STVE-EN35035	V	N	35V035	Personnel	1					Romulan	[Stf]				Romulan	Astrometrics Security	4	5	5	While this personnel is facing a dilemma, you may discard a [Rom] card from hand to have him gain a skill from your [Rom] personnel at an opponent's mission until the end of that dilemma. You may do this only once each dilemma.
Rasul	Excelsior	STVE-EN35036	V	N	35V036	Personnel	2					Romulan	[Stf]				Romulan	Anthropology Archaeology Intelligence Programming	4	6	5	While this personnel is aboard your {shipclass=Dderidex Class|D'deridex-class ship}, it is Range +1.
Retaya Chemical Agent	Excelsior	STVE-EN35037	V	Y	35V037	Personnel	3					Romulan	[Stf]				Flaxian	2 Biology Intelligence Science 2 Treachery	2	6	5	When your opponent is about to fail a mission attempt here, you may discard an event from hand to randomly kill a personnel involved.
Stefan DeSeve Disillusioned Expatriate	Excelsior	STVE-EN35038	V	Y	35V038	Personnel	1					Romulan	[Stf][TNG]				Human	Anthropology Diplomacy Security	4	5	6	While this personnel is present with a {traits[]=Dissident|Dissident} or a [Fed][Cmd] personnel, he is attributes +1.
Tagus	Excelsior	STVE-EN35039	V	N	35V039	Personnel	2					Romulan	[Stf]				Romulan	Biology Security Treachery	4	5	6	When your opponent's personnel at this mission is about to gain a skill as a result of paying a cost, prevent that unless he or she discards a card from hand.
Thei Candid Analyst	Excelsior	STVE-EN35040	V	Y	35V040	Personnel	2					Romulan	[Cmd]				Romulan	Officer Science Transporters	5	6	6	When your opponent is about to choose one or more personnel here for a dilemma you own, randomly select from all eligible personnel instead.
T'Met Timely Reinforcement	Excelsior	STVE-EN35045	V	Y	35V045	Ship	6					Romulan		[Cmd][Stf][Stf][Stf]		D'deridex Class			7	9	9	When the opponent on your right begins a mission attempt at this mission, if this ship is staffed, you may discard two cards (or an event) from hand to draw three extra dilemmas and spend three extra in total cost on dilemmas.
Alternatives to Fighting	Excelsior	STVE-EN36001	V	N	36V001	Dilemma	3	S														Unless you have Navigation and Weapons>7 or this mission is a Nebula mission, place your ship at a Nebula mission. If you cannot, all your personnel are stopped and place this dilemma on your ship.Damage - This ship is attributes -2.
Brave Words	Excelsior	STVE-EN36003	V	N	36V003	Dilemma	2	D														Unless the missions you command have greater total span than the mission your opponent commands, your opponent chooses a personnel to be stopped.
Cornered	Excelsior	STVE-EN36004	V	N	36V004	Dilemma	3	P														Unless you have 2 Astrometrics and 2 Navigation or command a completed mission with span 4 or more, randomly select two personnel to be killed.
Dead Weight	Excelsior	STVE-EN36005	V	N	36V005	Dilemma	3	D														Each of your personnel who does not have a skill required by this mission is stopped.
B'hava'el Prevent Systemic Annihilation	Excelsior	STVE-EN36015	V	Y	36V015	Mission	0	S	2	35	A	[Fed] [Kli] [Rom]						Engineer, Leadership, 2 Security, and Strength>36				When you play a Paranoia event, if this mission is complete, that event is cost -1.
Farius Prime Approach Criminal Organization	Excelsior	STVE-EN36018	V	Y	36V018	Mission	0	P	2	40	A	[Car][Dom][Fed][Rom]						Intelligence, Leadership, Officer, Security, Treachery, and Cunning>38				
Gamma Erandi Chart Nebula	Excelsior	STVE-EN36019	V	Y	36V019	Mission	0	S	4	35	A	Any affiliation may attempt this mission.						Exobiology, Navigation, Physics, Transporters, and Cunning>34				When you begin a mission attempt here, if you command two completed missions, reduce the attribute requirement of this mission by 5 until the end of the mission attempt.
Covert Extraction	Excelsior	STVE-EN38002	V	N	38V002	Dilemma	1	S														Choose a personnel who has Intelligence or Transporters to be stopped. If you cannot, randomly select a personnel to be killed.
Hard of Heart	Excelsior	STVE-EN38004	V	N	38V004	Dilemma	2	P														Randomly select two personnel. Unless those personnel have Geology and Cunning>11 or Strength>13, those personnel are killed.
Know Thy Enemy	Excelsior	STVE-EN38007	V	N	38V007	Dilemma	2	P														Reveal your hand and the hand of your opponent on your left. If your opponent reveals personnel with more total Strength than the total Strength of personnel that you have revealed in this way, randomly select one of your personnel to be killed and all your personnel are stopped.
Silent Witness	Excelsior	STVE-EN38009	V	N	38V009	Dilemma	4	S														Randomly select two personnel. Each of those personnel who does not have Leadership is killed.
Unorthodox Recruitment	Excelsior	STVE-EN38012	V	N	38V012	Dilemma	2	P														Unless you have Intelligence, randomly select a personnel who has Cunning>6 to be placed in his or her owner's discard pile. If you cannot, all your personnel are stopped and this dilemma returns to its owner's dilemma pile.
Kavis Alpha Research Binary Star	Excelsior	STVE-EN38016	V	Y	38V016	Mission	0	S	3	30	A	Any affiliation may attempt this mission.						Anthropology, Biology, Medical, and any attribute>32				When an opponent's personnel is stopped by your {Infestation}, he or she chooses another personnel facing that dilemma to be stopped.
Filuz	Excelsior	STVE-EN38032	V	N	38V032	Personnel	1					Klingon	[Stf]				Klingon	Anthropology Intelligence Security Treachery	3	6	5	
Kurn Son of Mogh	Excelsior	STVE-EN38033	V	Y	38V033	Personnel	2					Klingon	[Cmd]				Klingon	2 Diplomacy Honor Navigation 2 Security	7	5	7	When you play this personnel, each opponent draws a card.
Vreenak Scornful Senator	Excelsior	STVE-EN38044	V	Y	38V044	Personnel	2					Romulan					Romulan	Diplomacy Intelligence Law Security	4	6	5	When you play this personnel, the next event you play this turn is cost -2.
Logical Solution	Excelsior	STVE-EN39001	V	N	39V001	Dilemma	1	S														Choose one: your opponent chooses your personnel with the most [*] icons to be placed in your discard pile; or if you have at least one card in hand, discard your hand; or all your personnel are stopped.
Lingering Grief	Excelsior	STVE-EN39004	V	Y	39V004	Event	1															Plays in your core. While your personnel is facing a dilemma, you may discard an interrupt (or an Honor personnel) from hand to make that personnel lose all of his or her skills until the end of that dilemma.
Essential Regrets	Excelsior	STVE-EN39006	V	N	39V006	Interrupt	0															When your personnel with Integrity>6 is facing a dilemma that is about to return to its owner's dilemma pile, stop that personnel to overcome that dilemma.
Ba'ku Planet Safeguard Civilization	Excelsior	STVE-EN39007	V	Y	39V007	Mission	0	P	2	35	A	[Fed]			Region: Briar Patch.			Diplomacy, 2 Honor, 2 Leadership, and Integrity>34				When you complete this mission, if none of your personnel completing it have Treachery, each player scores 5 points.
Worf Noble Warrior	Excelsior	STVE-EN39011	V	Y	39V011	Personnel	2					Federation	[Cmd][TNG]		Commander: U.S.S. Defiant.		Klingon	2 Honor Officer	8	5	8	When this ship this personnel is aboard is destroyed, you may place any number of Damage cards your opponents own that were on that ship on an opponent's ship at this mission.
Kamarag Passionate Orator	Excelsior	STVE-EN39013	V	Y	39V013	Personnel	3					Klingon	[Pa]				Klingon	Archaeology Diplomacy Law Security	6	6	7	When you play this personnel, name a personnel. When you play an Assault or Maneuver event, if an opponent commands a unique personnel with that title, that event is cost -1.
James Moriarty Awakened Nemesis	Excelsior	STVE-EN39014	V	Y	39V014	Personnel	3					Non-Aligned					Hologram	Leadership 2 Science Treachery	4	9	5	Order - This personnel gains one skill from your captive or a personnel on your Holoprogram. This effect lasts until this order is executed again.
Ru'afo Reluctant "Partner"	Excelsior	STVE-EN39015	V	Y	39V015	Personnel	1					Non-Aligned	[Cmd]		Genetically Enhanced.		Son'a	Astrometrics Biology Engineer Leadership 2 Treachery	2	6	6	To play this personnel, you must command three Treachery personnel.
Shinzon Devious Tactician	Excelsior	STVE-EN39016	V	Y	39V016	Personnel	1					Romulan	[Cmd]		Commander: Scimitar. Infiltrator. Praetor.		Human	Leadership 2 Treachery	1	6	6	While this personnel is at an opponent's mission, each planet or space dilemma revealed here is cost -1.
Bread and Circuses	Excelsior	STVE-EN40001	V	N	40V001	Dilemma	4	D														Each of your personnel with a cost of 1 or less cannot use their skills while facing this dilemma. Unless you have Archaeology, Diplomacy, and Honor or Exobiology, Transporters, and Treachery, all your personnel are stopped and this dilemma returns to its owner's dilemma pile.
Dragon's Teeth	Excelsior	STVE-EN40003	V	N	40V003	Dilemma	3	D														Randomly select two personnel. Unless their total cost is greater than the number of cards in your hand, they are killed.
Unfamiliar Etiquette	Excelsior	STVE-EN40008	V	N	40V008	Dilemma	1	D														Your opponent chooses an event you command (if he or she cannot, this dilemma is overcome). Unless you choose to destroy that event, stop each personnel with a cost greater than the cost of that event.
Weight of Command	Excelsior	STVE-EN40009	V	N	40V009	Dilemma	3	D														Randomly select three personnel. Each Officer personnel selected is stopped. Then place each unstopped [Rom] selected at your headquarters mission.
Catastrophic Quip	Excelsior	STVE-EN40010	V	Y	40V010	Event	1								Q							Plays in your core. When an opponent's personnel fails a mission attempt, you may destroy this event to stop all personnel at that mission.
Effective Deterrent	Excelsior	STVE-EN40012	V	N	40V012	Event	2															Plays in your core. When an opponent's mission attempt fails, if your [Rom] ship is at that mission, you may place that ship at your mission.
Well Wishes	Excelsior	STVE-EN40019	V	N	40V019	Event	3															To play this event, you must command three [TNG] personnel. Plays in your core. When your Honor personnel is about to be stopped by a dilemma, you may give command of this event to an opponent to prevent that (move this event to his or her core).
William T. Riker Facing Apotheosis	Excelsior	STVE-EN40038	V	Y	40V038	Personnel	2					Federation	[Cmd][TNG]				Human	Anthropology Honor Leadership Navigation Officer	6	6	6	While this personnel is facing a dilemma, you may discard a Q card from hand to make him lose Honor and gain a skill required by this mission until the end of this mission attempt. You may do this only once each turn.
K'Ehleyr Uncertain Emissary	Excelsior	STVE-EN40039	V	Y	40V039	Personnel	2					Klingon	[TNG]				Human/Klingon	Anthropology Diplomacy Honor Law	6	5	6	When this personnel is randomly selected by a dilemma each player may draw a card.
Worf Desirous Disciple	Excelsior	STVE-EN40040	V	Y	40V040	Personnel	3					Klingon	[Cmd]				Klingon	2 Honor Officer Security	8	5	8	Each [Kli] personnel present who does not have a staffing icon is Strength +2.
Jim Shimoda Under the Influence	Excelsior	STVP-EN214	VP	Y	0VP214	Personnel	1					Federation	[Stf][TNG]				Human	2 Engineer Programming Transporters	7	6	5	While this personnel is facing a dilemma, reduce each of his attributes by the cost of that dilemma.
Dereliction of Duty	Excelsior	STVE-EN41002	V	N	41V002	Dilemma	0	D														Place this dilemma on this mission. Your personnel at this mission cannot use their abilities. At the end of this mission attempt, this dilemma is overcome.
Universal Translator	Excelsior	STVE-EN41009	V	Y	41V009	Equipment	1															Each of your Officer personnel present gains Diplomacy.
Repurposed Transmission	Excelsior	STVE-EN41012	V	N	41V012	Event	4															This event is cost -1 for each Dissident you command. Plays in your core. When an opponent plays an interrupt, if that opponent has a copy of that interrupt in his or her discard pile, you may destroy this event to prevent that interrupt and place it in its owner's discard pile.
Reginald Barclay Exceeding Limits	Excelsior	STVE-EN41020	V	Y	41V020	Personnel	6					Federation	[Cmd][TNG]				Human	2 Astrometrics 2 Engineer 2 Navigation 2 Physics 2 Programming	5	11	1	
Ro Laren Proven Expert	Excelsior	STVE-EN41021	V	Y	41V021	Personnel	2					Federation	[Stf][TNG]				Bajoran	Anthropology Astrometrics Navigation Programming Security	4	5	5	Order - Name a card. This personnel is attributes +1 for each copy of that card in an opponent's discard pile. This effect lasts until this order is executed again.
Fek'lhr Diabolical Warden	Excelsior	STVE-EN41024	V	Y	41V024	Personnel	1					Klingon	[AU]				Beast	2 Honor 2 Treachery	5	4	10	To play this personnel, you must remove three Klingon personnel in your discard pile from the game.
Empok Nor Deadly Salvage	Excelsior	STVE-EN42005	V	Y	42V005	Mission	0	P	2	40	A	Any affiliation (except [Bor]) may attempt this mission.						2 Engineer, Security, and Strength>30				When your personnel are about to face a dilemma here, randomly select one of those personnel to be killed.
Data Masquerading Monarch	Excelsior	STVE-EN42006	V	Y	42V006	Personnel	3					Federation	[TNG]				Android	Anthropology Diplomacy Honor Leadership Programming	6	6	6	This personnel is Cunning +1 and Strength +1 for each different non-unique personnel present (limit +4).
Assimilator Rogue Borg Vessel	Excelsior	STVP-EN237	VP	Y	0VP237	Ship	7					Non-Aligned		[Stf][Stf][Stf][Stf][Stf]		Assimilator Class			10	12	12	When you play this ship, it is cost -1 for each Borg you command (limit 5). You may play [Non] Borg and Treachery Androids aboard this ship.
